"","age","job","marital","education","credit_in_default","housing_loan","personal_loan","last_contact_type","last_contact_month","last_contact_day","last_contact_duration","n_contacts_this_campaign","days_since_last_contact","n_contacts_prev_campaign","prev_campaign_outcome","registered","married_or_not","education_category"
"212",NA,"technician - Sines","single","university.degree","unknown","yes","no","cellular","may","thu",722,1,999,0,"nonexistent","no","not married","university"
"213",46,"admin. - Vila Real de Santo António","married","basic.6y","unknown","yes","no","cellular","may","mon",275,2,999,0,"nonexistent","no","married","high school or less"
"214",52,"technician - Lagoa","divorced","university.degree","no","no","no","cellular","aug","tue",122,1,999,0,"nonexistent","no","not married","university"
"215",31,"admin. - Portimão","married","university.degree","no","no","no","cellular","may","wed",NA,5,999,0,"nonexistent","no","married","university"
"216",34,"services - Ponte de Sor","married","high.school","no","yes","no","cellular","may","mon",577,1,999,0,"nonexistent","no","married","high school or less"
"217",39,"technician - Valpaços","married","university.degree","unknown","no","no","cellular","aug","fri",1028,1,999,0,"nonexistent","no","married","university"
"218",33,"services - Fafe","","high.school","no","yes","no","telephone","may","thu",789,1,999,0,"nonexistent","no","not married","high school or less"
"219",NA,"admin. - Elvas","","high.school","no","yes","yes","cellular","jul","mon",263,1,999,0,"nonexistent","no","not married","high school or less"
"220",44,"blue-collar - Serpa","married","basic.6y","unknown","no","no","cellular","jul","thu",168,1,999,0,"nonexistent","no","married","high school or less"
"221",51,"","married","basic.4y","unknown","no","no","cellular","aug","tue",NA,2,999,0,"nonexistent","no","married","high school or less"
"222",43,"entrepreneur - Barreiro","married","basic.9y","no","no","no","telephone","jun","tue",301,1,999,0,"nonexistent","no","married","high school or less"
"223",36,"housemaid - Agualva-Cacém","married","high.school","no","no","no","telephone","may","tue",141,4,999,0,"nonexistent","no","married","high school or less"
"224",51,"admin. - Rio Tinto","married","","no","yes","no","telephone","may","thu",NA,2,999,0,"nonexistent","no","married","unknown"
"225",28,"admin. - Gafanha da Nazaré","single","university.degree","no","no","no","cellular","jul","thu",69,3,999,0,"nonexistent","no","not married","university"
"226",24,"services - Elvas","single","high.school","no","no","no","telephone","jul","wed",61,14,999,0,"nonexistent","no","not married","high school or less"
"227",34,"services - Tomar","single","high.school","no","no","no","cellular","nov","wed",NA,2,999,0,"nonexistent","no","not married","high school or less"
"228",35,"blue-collar - Silves","married","basic.6y","no","yes","no","telephone","may","fri",NA,2,999,0,"nonexistent","no","married","high school or less"
"229",49,"entrepreneur - Câmara de Lobos","married","university.degree","unknown","yes","yes","cellular","may","thu",197,3,999,0,"nonexistent","no","married","university"
"230",22,"blue-collar - Olhão da Restauração","single","","unknown","unknown","unknown","telephone","may","tue",270,1,999,0,"nonexistent","no","not married","unknown"
"231",37,"services - Seixal","married","basic.6y","unknown","yes","no","cellular","nov","mon",372,1,999,0,"nonexistent","no","married","high school or less"
"232",47,"admin. - Fundão","married","university.degree","no","no","no","cellular","jul","fri",84,3,999,0,"nonexistent","no","married","university"
"233",NA,"","single","high.school","no","no","no","cellular","aug","tue",243,4,999,0,"nonexistent","no","not married","high school or less"
"234",24,"unemployed - Fafe","single","","no","no","yes","telephone","may","tue",121,2,999,0,"nonexistent","no","not married","unknown"
"235",31,"blue-collar - Pinhel","","high.school","no","no","no","cellular","jul","wed",166,1,999,0,"nonexistent","no","not married","high school or less"
"236",34,"admin. - Portimão","married","","no","yes","no","telephone","may","wed",NA,2,999,0,"nonexistent","no","married","unknown"
"237",49,"blue-collar - Machico","married","basic.9y","no","yes","no","telephone","may","tue",3,1,999,0,"nonexistent","no","married","high school or less"
"238",55,"services - Serpa","","high.school","no","yes","no","telephone","may","tue",NA,1,999,0,"nonexistent","no","not married","high school or less"
"239",45,"services - Santana","married","basic.6y","no","yes","yes","telephone","jun","thu",NA,1,999,0,"nonexistent","no","married","high school or less"
"240",32,"technician - Portimão","single","high.school","no","yes","yes","cellular","may","mon",NA,1,999,0,"nonexistent","no","not married","high school or less"
"241",54,"technician - Câmara de Lobos","married","professional.course","no","no","no","cellular","jul","fri",796,1,999,0,"nonexistent","no","married","unknown"
"242",55,"retired - Mirandela","married","basic.9y","unknown","no","no","cellular","may","wed",674,1,999,0,"nonexistent","no","married","high school or less"
"243",36,"blue-collar - Funchal","single","basic.9y","unknown","yes","no","cellular","may","wed",NA,4,999,0,"nonexistent","no","not married","high school or less"
"244",33,"blue-collar - Fátima","","basic.9y","no","no","no","telephone","jul","tue",346,2,999,0,"nonexistent","no","not married","high school or less"
"245",72,"retired - Praia da Vitória","","","no","yes","no","cellular","jul","mon",128,2,999,1,"failure","no","not married","unknown"
"246",59,"admin. - Lagoa","married","university.degree","no","yes","no","telephone","may","fri",NA,2,999,0,"nonexistent","no","married","university"
"247",26,"services - Gondomar","single","high.school","no","no","no","cellular","may","thu",243,1,999,0,"nonexistent","no","not married","high school or less"
"248",45,"blue-collar - Queluz","divorced","basic.4y","unknown","no","no","telephone","may","wed",123,1,999,0,"nonexistent","no","not married","high school or less"
"249",25,"student - Fafe","single","high.school","no","yes","no","cellular","may","mon",432,3,999,0,"nonexistent","no","not married","high school or less"
"250",40,"blue-collar - Vila Real","single","unknown","no","no","yes","telephone","jun","fri",274,2,999,0,"nonexistent","no","not married","unknown"
"251",51,"","divorced","high.school","no","yes","no","cellular","jul","thu",241,2,999,0,"nonexistent","no","not married","high school or less"
"252",48,"blue-collar - Ermesinde","married","professional.course","no","yes","no","cellular","jul","thu",49,16,999,0,"nonexistent","no","married","unknown"
"253",32,"management - Agualva-Cacém","married","high.school","no","yes","no","telephone","may","mon",NA,1,999,0,"nonexistent","no","married","high school or less"
"254",29,"admin. - Serpa","single","high.school","no","yes","no","cellular","jul","tue",202,2,999,0,"nonexistent","no","not married","high school or less"
"255",34,"admin. - Setúbal","married","high.school","no","yes","no","cellular","aug","thu",103,1,999,0,"nonexistent","no","married","high school or less"
"256",43,"admin. - Amora","married","high.school","no","yes","no","cellular","jul","mon",24,28,999,0,"nonexistent","no","married","high school or less"
"257",42,"blue-collar - Amora","married","","unknown","no","no","telephone","may","wed",276,2,999,0,"nonexistent","no","married","unknown"
"258",57,"blue-collar - Loulé","divorced","basic.9y","no","yes","no","telephone","jun","tue",NA,2,999,0,"nonexistent","no","not married","high school or less"
"259",NA,"services - Vila Franca de Xira","married","high.school","no","no","no","telephone","may","wed",NA,2,999,0,"nonexistent","no","married","high school or less"
"260",39,"self-employed - Tavira","","","unknown","yes","yes","telephone","jun","mon",258,1,999,0,"nonexistent","no","not married","unknown"
"261",55,"self-employed - Esmoriz","married","basic.9y","no","yes","yes","cellular","may","tue",NA,2,999,0,"nonexistent","no","married","high school or less"
"262",42,"technician - Valongo","single","high.school","no","no","no","cellular","jul","wed",58,2,999,0,"nonexistent","no","not married","high school or less"
"263",42,"entrepreneur - Peniche","single","unknown","no","no","no","cellular","jul","wed",295,1,999,0,"nonexistent","no","not married","unknown"
"264",52,"self-employed - Peso da Régua","married","university.degree","no","no","no","telephone","may","tue",31,3,999,0,"nonexistent","no","married","university"
"265",36,"blue-collar - Vila Franca de Xira","married","basic.9y","no","yes","no","telephone","may","thu",NA,2,999,0,"nonexistent","no","married","high school or less"
"266",44,"blue-collar - Loulé","married","basic.9y","unknown","yes","no","telephone","may","wed",302,2,999,0,"nonexistent","no","married","high school or less"
"267",49,"admin. - Queluz","single","unknown","unknown","no","no","cellular","nov","tue",74,2,999,0,"nonexistent","no","not married","unknown"
"268",54,"admin. - Póvoa de Santa Iria","married","university.degree","no","yes","yes","telephone","jun","thu",NA,2,999,0,"nonexistent","no","married","university"
"269",55,"blue-collar - Esposende","single","basic.9y","unknown","yes","no","cellular","jul","tue",80,3,999,0,"nonexistent","no","not married","high school or less"
"270",53,"admin. - Esmoriz","married","professional.course","no","yes","no","telephone","may","tue",NA,2,999,0,"nonexistent","no","married","unknown"
"271",25,"services - Tondela","single","basic.6y","unknown","no","no","cellular","jul","thu",88,1,999,0,"nonexistent","no","not married","high school or less"
"272",38,"admin. - Tondela","married","high.school","no","yes","no","cellular","nov","tue",NA,2,999,0,"nonexistent","no","married","high school or less"
"273",36,"","married","high.school","no","yes","no","cellular","nov","thu",111,3,999,1,"failure","no","married","high school or less"
"274",41,"technician - Portalegre","single","professional.course","no","no","no","cellular","aug","tue",358,1,999,0,"nonexistent","no","not married","unknown"
"275",37,"blue-collar - Oliveira do Bairro","married","basic.4y","no","no","yes","cellular","may","wed",NA,1,999,1,"failure","no","married","high school or less"
"276",33,"blue-collar - Vendas Novas","married","unknown","no","no","no","cellular","jul","mon",NA,4,999,0,"nonexistent","no","married","unknown"
"277",44,"admin. - Vila Real de Santo António","married","university.degree","no","yes","no","cellular","may","tue",203,2,999,0,"nonexistent","no","married","university"
"278",51,"management - Vila Franca de Xira","married","university.degree","no","yes","no","telephone","nov","fri",NA,1,999,0,"nonexistent","no","married","university"
"279",30,"blue-collar - Silves","single","high.school","no","yes","no","cellular","jun","wed",NA,2,999,0,"nonexistent","no","not married","high school or less"
"280",35,"blue-collar - Reguengos de Monsaraz","married","professional.course","no","yes","yes","telephone","apr","fri",NA,2,999,0,"nonexistent","no","married","unknown"
"281",35,"admin. - Vila Nova de Famalicão","single","university.degree","no","yes","no","cellular","aug","fri",176,4,999,0,"nonexistent","no","not married","university"
"282",34,"admin. - Covilhã","married","university.degree","no","no","no","telephone","may","tue",184,1,999,0,"nonexistent","no","married","university"
"283",49,"entrepreneur - Esmoriz","married","university.degree","no","no","yes","cellular","apr","mon",281,2,999,0,"nonexistent","no","married","university"
"284",36,"blue-collar - Vila Nova de Foz Côa","married","high.school","no","yes","yes","cellular","jul","wed",NA,1,999,0,"nonexistent","no","married","high school or less"
"285",44,"management - Águeda","","university.degree","no","yes","no","telephone","jun","mon",NA,8,999,0,"nonexistent","no","not married","university"
"286",40,"technician - Águeda","married","university.degree","no","no","no","cellular","may","mon",192,4,999,1,"failure","no","married","university"
"287",40,"blue-collar - Águeda","divorced","high.school","unknown","no","no","telephone","may","thu",NA,6,999,0,"nonexistent","no","not married","high school or less"
